,date,I,I_t
84,2020-04-15,58349,67402.8762058206
85,2020-04-16,56646,65863.02623197365
86,2020-04-17,53931,56929.2969915161
87,2020-04-18,53483,54807.85854178524
88,2020-04-19,52598,50947.19355708095
89,2020-04-20,50703,49420.62626006213
90,2020-04-21,48058,48520.30061213292
91,2020-04-22,45969,47291.47660073505
92,2020-04-23,44254,45911.10405807111
93,2020-04-24,39439,45709.07797873399
94,2020-04-25,40836,42293.54460031823
95,2020-04-26,39794,38811.2647919517
96,2020-04-27,38132,34917.26257072327
97,2020-04-28,36198,33861.76302316663
98,2020-04-29,34672,34133.256269199745
99,2020-04-30,32886,33433.60040881792
100,2020-05-01,30441,35929.93269860511
101,2020-05-02,29155,30859.227043255047
102,2020-05-03,28198,28038.73615320781
103,2020-05-04,26459,26314.636636656956
104,2020-05-05,24914,24989.23842194041
105,2020-05-06,20987,23941.40782321095
106,2020-05-07,20338,22715.15779366518
107,2020-05-08,21378,21448.5445304542
108,2020-05-09,20475,18798.016590515035
109,2020-05-10,19910,15820.73373231059
110,2020-05-11,19298,15920.710316983155
111,2020-05-12,18233,16213.749642052508
112,2020-05-13,17537,19565.479981940603
113,2020-05-14,16294,18960.420865662225
114,2020-05-15,15739,16154.911667631422
115,2020-05-16,15214,15472.524549928685
116,2020-05-17,14396,14779.422967583556
117,2020-05-18,13507,13362.477857179429
118,2020-05-19,14016,12846.77792865085
119,2020-05-20,13363,12323.15896244442
120,2020-05-21,12731,12103.571936778368
121,2020-05-22,12418,11893.595259767706
122,2020-05-23,12009,12119.05288924694
123,2020-05-24,11764,11667.50750421724
124,2020-05-25,11092,11740.746718711964
125,2020-05-26,10861,10528.022174462749
126,2020-05-27,10276,10647.398586055257
127,2020-05-28,10366,10252.693715338535
128,2020-05-29,10173,9895.873793141807
129,2020-05-30,9751,9074.888535567665
130,2020-05-31,9518,8889.74607376812
131,2020-06-01,9407,9480.09834728314
132,2020-06-02,8707,9282.824489629587
133,2020-06-03,8066,9418.395311445944
134,2020-06-04,7928,8401.281827309847
135,2020-06-05,7786,8109.501835870639
136,2020-06-06,7819,7368.558942080744
137,2020-06-07,7841,6706.229713019867
138,2020-06-08,7858,6179.925070922941
139,2020-06-09,7641,6942.928018276796
140,2020-06-10,7140,7519.572646269623
141,2020-06-11,6958,7390.919436448178
142,2020-06-12,6908,8209.62268331979
143,2020-06-13,6504,7169.11191181725
144,2020-06-14,6628,6354.839834178311
145,2020-06-15,6183,5938.058093007469
146,2020-06-16,6590,5765.275832791511
147,2020-06-17,6154,6106.024431053797
148,2020-06-18,7095,5950.593367002566
149,2020-06-19,7440,5916.4789003008345
150,2020-06-20,7166,6063.374745975926
151,2020-06-21,7637,6989.56727928472
152,2020-06-22,7726,8174.696778498333
153,2020-06-23,7741,7992.677773244844
154,2020-06-24,7521,9356.112257747694
155,2020-06-25,7667,8157.43788000217
156,2020-06-26,7922,7960.751494990825
157,2020-06-27,7972,8239.052203873718
158,2020-06-28,8068,8048.761681788475
159,2020-06-29,8296,8142.012873510356
160,2020-06-30,8328,8157.309972667016
161,2020-07-01,7798,8601.87832321393
162,2020-07-02,7564,8773.198784860608
163,2020-07-03,7470,8493.74749290248
164,2020-07-04,7178,8398.813854746755
165,2020-07-05,6781,7521.3723604683055
166,2020-07-06,6882,6723.549298918969
167,2020-07-07,6650,6293.175223402725
168,2020-07-08,6500,6295.211796027534
169,2020-07-09,6216,6130.288355855945
170,2020-07-10,6241,5984.484577217096
171,2020-07-11,6373,6133.235808657599
172,2020-07-12,6434,5894.179148713578
173,2020-07-13,6006,5577.549643108016
174,2020-07-14,6278,5780.307425295775
175,2020-07-15,5810,6059.588553907685
176,2020-07-16,5963,6549.743706547964
177,2020-07-17,6057,6575.859227356959
178,2020-07-18,6135,5539.527551043381
179,2020-07-19,6243,5497.401615313182
180,2020-07-20,6161,6328.245170421839
181,2020-07-21,6397,5751.689057415505
182,2020-07-22,6546,6616.642133026998
183,2020-07-23,6631,6393.285127558074
184,2020-07-24,6807,6494.061503613164
185,2020-07-25,7235,6577.685574610191
186,2020-07-26,7488,7052.6216650136175
187,2020-07-27,7673,7464.125832029264
188,2020-07-28,7865,7749.228702218297
189,2020-07-29,8132,8070.309794631387
190,2020-07-30,8840,8660.286102157446
191,2020-07-31,9260,8960.06161024683
192,2020-08-01,9215,8859.921193078484
193,2020-08-02,9158,9722.366288267798
194,2020-08-03,9363,10683.274953373297
195,2020-08-04,9492,10949.3822923287
196,2020-08-05,10366,10676.901806100404
197,2020-08-06,10577,9972.996091074256
198,2020-08-07,11066,9739.260781145278
199,2020-08-08,11152,10594.329209783438
200,2020-08-09,11303,11879.93333353092
201,2020-08-10,11923,12377.763193818948
202,2020-08-11,11985,13201.878847558675
203,2020-08-12,12655,12531.081102064094
204,2020-08-13,13410,12823.466033923973
205,2020-08-14,14121,12717.705360984184
206,2020-08-15,14497,13670.644976573263
207,2020-08-16,14585,14942.070810504643
208,2020-08-17,15215,15661.396092537509
209,2020-08-18,15202,16989.173077021518
210,2020-08-19,16003,16729.085901284285
211,2020-08-20,16670,16531.613433380357
212,2020-08-21,17107,16234.129552749984
213,2020-08-22,16983,16666.364926366434
214,2020-08-23,17234,17979.957793820977
215,2020-08-24,18193,18541.70319862118
216,2020-08-25,17969,19655.213207403984
217,2020-08-26,18034,18397.47613933323
218,2020-08-27,18372,18792.048819965985
219,2020-08-28,18650,18340.43000948368
220,2020-08-29,18746,19316.15625340121
221,2020-08-30,18722,19420.7618002709
222,2020-08-31,18704,19043.839315229525
223,2020-09-01,18305,19264.431359972696
224,2020-09-02,18185,19334.070779253667
225,2020-09-03,17993,19223.095095925077
226,2020-09-04,18154,17385.71810994713
227,2020-09-05,18159,17475.199904374644
228,2020-09-06,18183,17452.81997836724
229,2020-09-07,18591,17381.721366484915
230,2020-09-08,18242,17064.050028146336
231,2020-09-09,18307,19017.679330855943
232,2020-09-10,18521,18815.70424816785
233,2020-09-11,19038,18980.895711567908
234,2020-09-12,19512,18984.872395453487
235,2020-09-13,19842,19008.770342791584
236,2020-09-14,19849,19429.906062074497
237,2020-09-15,20535,20444.753662722276
238,2020-09-16,20873,21044.78319380925
239,2020-09-17,21235,21290.692939002285
240,2020-09-18,22207,21540.63416770929
241,2020-09-19,23034,21849.145481999934
242,2020-09-20,23383,22214.77738543156
243,2020-09-21,23514,23827.51101358137
244,2020-09-22,23314,24642.16955456133
245,2020-09-23,23896,25692.95824836142
246,2020-09-24,24144,26173.913779043083
247,2020-09-25,25097,24825.38344491361
248,2020-09-26,25463,24330.83640256995
249,2020-09-27,26009,24406.30115748821
250,2020-09-28,26470,25207.55627163318
251,2020-09-29,25776,26799.11548939856
252,2020-09-30,26557,27468.000931926923
253,2020-10-01,27810,28901.7974261774
254,2020-10-02,29134,26904.196559523916
255,2020-10-03,29580,27296.49027276989
256,2020-10-04,30038,27881.74217893353
257,2020-10-05,29495,29952.457125292556
258,2020-10-06,29814,33174.47893734216
259,2020-10-07,31833,34030.78376215954
260,2020-10-08,34387,31965.705517839466
261,2020-10-09,37178,30437.34926641904
262,2020-10-10,38909,31709.12431355502
263,2020-10-11,39700,35832.38719894552
264,2020-10-12,44819,41791.41108001018
265,2020-10-13,47099,48315.194178477046
266,2020-10-14,51115,48359.78561288808
267,2020-10-15,56231,52238.04835506069
268,2020-10-16,61002,55285.00016509905
269,2020-10-17,63750,61588.16514080938
270,2020-10-18,65426,72574.84209588876
271,2020-10-19,70554,75241.73447628554
272,2020-10-20,75966,82238.71856467148
273,2020-10-21,83838,82567.09818572146
274,2020-10-22,85135,82812.61883990021
275,2020-10-23,95025,86406.34114013195
276,2020-10-24,101649,96811.53204383788
277,2020-10-25,107632,108677.48399666524
278,2020-10-26,115115,116909.33145073548
279,2020-10-27,125601,125556.62254042728
280,2020-10-28,132639,127288.24533038416
281,2020-10-29,147613,146853.328734019
282,2020-10-30,155424,151813.02030969306
283,2020-10-31,164897,161824.51531885235
284,2020-11-01,170288,182034.2217969609
285,2020-11-02,186430,196412.99107035107
286,2020-11-03,193023,204336.77662983764
287,2020-11-04,213650,213406.78917842024
288,2020-11-05,225446,214880.6122222875
289,2020-11-06,236943,226746.65063671756
290,2020-11-07,243324,250126.53341062609
291,2020-11-08,250101,273707.24681486987
292,2020-11-09,234117,279327.1739143503
293,2020-11-10,257510,295868.1226608133
294,2020-11-11,265596,280827.8542690296
295,2020-11-12,276408,253524.57865791465
296,2020-11-13,284776,260216.1372806353
297,2020-11-14,288226,272323.1828774248
298,2020-11-15,284659,286998.101974058
299,2020-11-16,282380,333802.50610664784
300,2020-11-17,293272,311424.3345394111
301,2020-11-18,299822,305192.23681116046
302,2020-11-19,306902,285647.59796414967
303,2020-11-20,312420,289067.99903160107
304,2020-11-21,312938,298501.6422378584
305,2020-11-22,306581,320282.2126224876
306,2020-11-23,301987,328211.61362203193
307,2020-11-24,299290,324501.2136001912
308,2020-11-25,314296,315104.4634922004
309,2020-11-26,316653,297988.91443954286
310,2020-11-27,317425,290611.8824447034
311,2020-11-28,317709,291553.84440561524
312,2020-11-29,308588,316039.2679363233
313,2020-11-30,303999,329699.6068849836
314,2020-12-01,308121,331843.8194460234
315,2020-12-02,310730,306129.14046893275
316,2020-12-03,312356,285991.5357602013
317,2020-12-04,307002,295707.0617505705
318,2020-12-05,312221,295968.21235640586
319,2020-12-06,307276,309155.63161586813
320,2020-12-07,291871,306890.32867794763
321,2020-12-08,300209,310400.74911594496
322,2020-12-09,304626,300797.3648637593
323,2020-12-10,316115,279707.56433519453
324,2020-12-11,326504,280663.65378755337
325,2020-12-12,338270,286636.53914228047
326,2020-12-13,337997,304343.7920840996
327,2020-12-14,322550,351694.85069375235
328,2020-12-15,335821,366257.69683228666
329,2020-12-16,343080,358610.2381357965
330,2020-12-17,350038,337927.60800526175
331,2020-12-18,365103,332023.4432511375
332,2020-12-19,375232,329216.68576228764
333,2020-12-20,364837,347991.8098771315
334,2020-12-21,359165,392584.3402363539
335,2020-12-22,370831,404413.29215427424
336,2020-12-23,377748,384229.155336107
337,2020-12-24,380989,371046.7972345436
338,2020-12-25,367188,364933.0375770247
339,2020-12-26,363009,359183.617459854
340,2020-12-27,356310,390291.6845641432
341,2020-12-28,346566,377386.53131712426
342,2020-12-29,340085,351495.42496495
343,2020-12-30,361971,329039.30522158294
344,2020-12-31,376021,322163.95962923975
345,2021-01-01,339748,320468.0926235934
346,2021-01-02,338250,337053.72448724194
347,2021-01-03,326954,368896.494358597
348,2021-01-04,315026,351045.8769236782
349,2021-01-05,305497,342400.2485224546
350,2021-01-06,307211,302600.14233139314
351,2021-01-07,330555,264589.02207460045
352,2021-01-08,332473,281451.8648688359
353,2021-01-09,341659,273775.43458529346
354,2021-01-10,321567,303939.8176547297
355,2021-01-11,309146,336852.74327245995
356,2021-01-12,308676,369809.79675515805
357,2021-01-13,309114,344646.13439969
358,2021-01-14,308634,297513.6228110267
359,2021-01-15,313947,279027.94074633025
360,2021-01-16,311702,271830.12319922226
361,2021-01-17,293688,292151.6832986037
362,2021-01-18,298923,312109.66149093787
363,2021-01-19,264905,314118.0868886048
364,2021-01-20,272289,287497.2188595151
365,2021-01-21,260371,280334.9597340382
366,2021-01-22,259654,244238.10555362888
367,2021-01-23,259657,236367.92167984933
368,2021-01-24,254503,233417.9214050518
369,2021-01-25,241593,220696.3435548597
370,2021-01-26,228491,248169.56923422104
371,2021-01-27,243248,238362.70183828744
372,2021-01-28,223178,232683.28610012488
373,2021-01-29,233143,214712.92401583
374,2021-01-30,228877,214613.8345088377
375,2021-01-31,228450,204819.3203852956
376,2021-02-01,207136,219013.11120803189
377,2021-02-02,194811,226312.4351730564
378,2021-02-03,188897,211089.23057433835
379,2021-02-04,184599,210975.9638127018
380,2021-02-05,181879,174647.1302142586
381,2021-02-06,181464,159064.16036395106
382,2021-02-07,177309,147581.56541713775
383,2021-02-08,179792,159148.66828549549
384,2021-02-09,157079,168103.58870507317
385,2021-02-10,150850,169021.34808074284
386,2021-02-11,147493,171798.0311264416
387,2021-02-12,145309,154395.53972573238
388,2021-02-13,143914,134497.65617946108
389,2021-02-14,139704,124057.17712085533
390,2021-02-15,133319,113322.0118765249
391,2021-02-16,125837,131538.8248567054
392,2021-02-17,123320,132657.82780491663
393,2021-02-18,122594,125918.1917498862
394,2021-02-19,122310,116275.38954595102
395,2021-02-20,123473,107659.3633695886
396,2021-02-21,122459,106317.00693216785
397,2021-02-22,118697,109973.74246767188
398,2021-02-23,114506,118397.56904416258
399,2021-02-24,115794,121708.83471648845
400,2021-02-25,125676,117738.24489057818
401,2021-02-26,119394,112134.6597301397
402,2021-02-27,121115,107990.32227054315
403,2021-02-28,120595,115845.6782434565
404,2021-03-01,124336,121965.19807665575
405,2021-03-02,113509,129248.00215152022
406,2021-03-03,114900,126300.86303461464
407,2021-03-04,117347,116946.1383085668
408,2021-03-05,119136,116890.72908833838
409,2021-03-06,122106,110523.15730136645
410,2021-03-07,122271,111308.77727581972
411,2021-03-08,118814,107874.76097636008
412,2021-03-09,116194,127914.16471129902
413,2021-03-10,128450,128418.66603638264
414,2021-03-11,124022,122724.80188803616
415,2021-03-12,129358,116115.6176479242
416,2021-03-13,139121,122200.29765250368
417,2021-03-14,136384,124567.1965418527
418,2021-03-15,134100,136722.54769098654
419,2021-03-16,141880,154110.0260179952
420,2021-03-17,148983,143082.3778727953
421,2021-03-18,159256,148337.0825850647
422,2021-03-19,166542,148090.59801813593
423,2021-03-20,175235,147629.5176152146
424,2021-03-21,168545,170710.66759299242
425,2021-03-22,166070,194304.90046880508
426,2021-03-23,175148,202729.3347955231
427,2021-03-24,187485,195390.12389214087
428,2021-03-25,197381,177358.2143744657
429,2021-03-26,207561,175699.02594196377
430,2021-03-27,217812,180807.55414890312
431,2021-03-28,209683,214529.9217489591
432,2021-03-29,207393,240219.21463267965
433,2021-03-30,216661,251436.499090892
434,2021-03-31,227395,237943.39884446288
435,2021-04-01,237480,222372.2563192896
436,2021-04-02,238886,213956.73443084973
437,2021-04-03,233279,219205.3472242836
438,2021-04-04,233419,253281.5798367161
439,2021-04-05,237593,266712.11107630463
440,2021-04-06,227767,253900.9562116073
441,2021-04-07,224204,239934.6540979621
442,2021-04-08,248440,231969.56261291407
443,2021-04-09,257499,221804.6619859739
444,2021-04-10,262140,215849.30047025025
445,2021-04-11,241428,239325.54313417175
446,2021-04-12,237488,253600.9364912824
447,2021-04-13,247978,294036.52047561586
448,2021-04-14,260775,281431.49927094445
449,2021-04-15,283120,234314.477440859
450,2021-04-16,290954,228551.3547860725
451,2021-04-17,289794,235131.8878446557
452,2021-04-18,280390,299729.109031987
453,2021-04-19,274894,341900.63314878254
454,2021-04-20,286414,332665.0098779974
455,2021-04-21,289060,306496.682854304
456,2021-04-22,316896,268962.1982066538
457,2021-04-23,318689,270583.0337678988
458,2021-04-24,306783,276550.6765654217
459,2021-04-25,307291,323455.40918747964
460,2021-04-26,290744,359110.43081200204
461,2021-04-27,295339,331151.11541131395
462,2021-04-28,317649,327280.9884401364
463,2021-04-29,320264,273922.0404825099
464,2021-04-30,313628,270991.87163320114
465,2021-05-01,315573,300990.690502267
466,2021-05-02,297654,317639.1823935198
467,2021-05-03,300811,332718.7990382739
468,2021-05-04,303177,332616.0385809732
469,2021-05-05,281954,285725.7910498441
470,2021-05-06,277917,283173.1085846034
471,2021-05-07,290463,288290.7920446795
